DATE,CITY,TEMP,PRCP,WDSP,TEMP_ROLLING,TEMP_ROLLING_STD
2024-12-28,Mumbai,25.7,0.0,7.3,24.544444444444444,2.402504140223556
2024-12-29,Mumbai,23.5,3.0,10.8,24.529411764705884,2.47557182936659
2024-12-30,Mumbai,21.8,0.0,7.2,24.55625,2.5542040508412547
2023-01-01,Delhi,24.5,0.0,7.8,24.466666666666665,2.0433399362901157
2023-01-02,Delhi,23.0,0.0,9.2,24.49375,1.9770242790618426
2023-01-03,Delhi,25.0,0.0,6.3,24.805882352941175,2.3066400315814595
2023-01-04,Delhi,24.8,0.0,7.6,24.85,2.2455839015328567
2023-01-05,Delhi,27.1,0.0,11.4,24.721052631578946,2.2535352343887545
2023-01-06,Delhi,26.9,0.0,10.8,24.744999999999997,2.196043092281637
2023-01-07,Delhi,24.6,0.0,7.3,24.785714285714285,2.1485543312389646
2023-01-08,Delhi,19.7,0.0,9.3,24.88181818181818,2.1446803210860304
2023-01-09,Delhi,25.1,0.0,19.6,24.956521739130434,2.1257781648902383
2023-01-10,Delhi,23.0,0.0,7.1,24.916666666666668,2.0882001125718115
2023-01-11,Delhi,27.7,0.0,20.1,24.896,2.0468430977157643
2023-01-12,Delhi,25.3,0.0,6.1,24.903846153846153,2.005887488216778
2023-01-13,Delhi,24.8,2.0,9.3,24.933333333333334,1.9728932288159164
2023-01-14,Delhi,23.3,0.8,5.8,24.935714285714287,1.9360544616066144
2023-01-15,Delhi,22.2,3.3,6.5,25.044827586206896,1.9899006089494864
2023-01-16,Delhi,24.9,0.0,7.1,25.05666666666667,1.9563659719213973
2023-01-17,Delhi,29.8,0.0,15.7,25.096666666666668,1.9568594355688178
2023-01-18,Delhi,25.6,0.0,5.7,25.543333333333333,2.8066034612153077
2023-01-19,Delhi,22.4,0.0,8.1,25.75,2.9876469809464807
2023-01-20,Delhi,25.2,0.0,10.4,25.963333333333335,3.1419830475774955
2023-01-21,Delhi,25.6,0.7,10.0,26.206666666666667,3.495803724204338
2023-01-22,Delhi,26.9,0.0,7.8,26.386666666666667,3.667540125849019
2023-01-23,Delhi,26.6,0.0,8.3,26.59,3.733570907875988
2023-01-24,Delhi,24.0,2.4,12.3,27.18,3.9964984674086885
2023-01-25,Delhi,24.4,0.0,9.2,27.496666666666666,4.19732947392073
2023-01-26,Delhi,25.1,0.0,7.3,27.819999999999997,4.212575590235536
2023-01-27,Delhi,25.7,0.0,10.6,27.946666666666665,4.265639244113306
2023-01-28,Delhi,25.0,0.0,8.5,28.243333333333332,4.383093171166503
2023-01-29,Delhi,28.1,0.0,8.6,28.506666666666668,4.4063381726728625
2023-01-30,Delhi,25.4,0.0,5.3,28.76,4.314178708750309
2023-01-31,Delhi,25.7,0.0,6.4,29.09333333333333,4.173887077213918
2023-02-01,Delhi,36.4,0.0,8.4,29.17,4.114914001699102
2023-02-02,Delhi,31.2,0.0,5.3,29.183333333333334,4.117672872516402
2023-02-03,Delhi,31.2,0.0,6.2,29.530000000000005,4.2415148562585605
2023-02-04,Delhi,34.4,0.0,5.9,29.939999999999998,4.121315491358355
2023-02-05,Delhi,32.3,0.6,9.8,30.220000000000002,4.0732432219089985
2023-02-06,Delhi,30.7,0.0,8.2,30.46333333333333,4.005210686552978
2023-02-07,Delhi,37.4,0.0,8.8,30.55,3.9532396143259367
2023-02-08,Delhi,34.6,0.0,7.7,30.81,3.9409739737873157
2023-02-09,Delhi,32.7,0.0,8.8,31.123333333333335,3.7499134089619552
2023-02-10,Delhi,31.5,0.8,12.9,31.38,3.530985991046346
2023-02-11,Delhi,34.2,0.0,8.8,31.686666666666667,3.3622378973179385
2023-02-12,Delhi,32.7,0.0,20.1,31.98,3.201982144730425
2023-02-13,Delhi,30.9,0.0,6.2,32.32333333333333,2.9716689068525226
2023-02-14,Delhi,32.2,0.0,6.9,32.50666666666667,2.8700514633537315
2023-02-15,Delhi,27.2,0.0,6.1,33.013333333333335,2.913551374044304
2023-02-16,Delhi,30.2,0.0,7.2,33.413333333333334,2.6900497794821585
2023-02-17,Delhi,36.0,0.8,6.8,33.483333333333334,2.795696610905758
2023-02-18,Delhi,34.7,0.0,7.5,33.67333333333333,2.828662817186487
2023-02-19,Delhi,33.6,0.0,7.3,33.95666666666666,2.9932894295733363
2023-02-20,Delhi,32.9,0.0,5.7,34.093333333333334,3.105715902069584
2023-02-21,Delhi,29.5,0.0,5.6,34.233333333333334,3.116732742553622
2023-02-22,Delhi,34.4,0.0,6.0,34.413333333333334,3.0610718579511182
2023-02-23,Delhi,33.4,5.8,7.8,34.36666666666667,3.0244216698042767
2023-02-24,Delhi,32.1,0.0,7.3,34.54,3.1831019353823033
2023-02-25,Delhi,34.3,2.9,9.2,34.64666666666667,3.172917001569795
2023-02-26,Delhi,34.5,1.3,7.8,34.74,3.1178684142015918
2023-02-27,Delhi,35.3,0.0,7.1,34.89333333333333,3.2023626335538102
2023-02-28,Delhi,33.6,0.0,12.0,35.14666666666666,3.3212724330763246
2023-03-01,Delhi,40.6,0.0,6.2,35.46333333333333,3.355128173031747
2023-03-02,Delhi,37.7,0.0,8.7,35.65666666666666,3.3275944851305645
2023-03-03,Delhi,38.5,0.8,14.3,36.14333333333334,3.1085736093999046
2023-03-04,Delhi,36.9,0.0,9.4,36.32666666666667,2.9012403213623874
2023-03-05,Delhi,39.7,0.0,10.3,36.483333333333334,3.007930131861609
2023-03-06,Delhi,38.5,0.0,7.8,36.66,3.054854813413324
2023-03-07,Delhi,36.5,0.0,8.3,36.82666666666667,3.018327160957669
2023-03-08,Delhi,36.1,0.0,8.2,36.980000000000004,2.9274444545512437
2023-03-09,Delhi,36.0,0.0,7.7,37.29666666666667,2.584100368144346
2023-03-10,Delhi,39.8,0.0,10.3,37.45,2.5424329916915105
2023-03-11,Delhi,35.9,0.0,7.1,37.64,2.440265672365245
2023-03-12,Delhi,34.3,0.0,6.5,37.75666666666666,2.2418716523804805
2023-03-13,Delhi,38.8,0.4,6.9,37.86,2.146464615321586
2023-03-14,Delhi,40.3,0.0,8.2,37.916666666666664,2.0759847407142034
2023-03-15,Delhi,40.4,3.3,11.8,38.04666666666667,2.0280334169411356
2023-03-16,Delhi,38.0,6.7,11.3,38.19666666666667,1.846055129249919
2023-03-17,Delhi,41.8,0.0,11.1,38.10666666666667,1.7898051008002596
2023-03-18,Delhi,35.7,0.0,8.2,38.169999999999995,1.8084380763139551
2023-03-19,Delhi,40.7,0.0,7.9,38.26,1.8907396837545312
2023-03-20,Delhi,40.0,0.0,11.6,38.43333333333333,1.9971243694688816
2023-03-21,Delhi,38.6,0.1,7.9,38.556666666666665,2.18358821009466
2023-03-22,Delhi,37.5,0.0,8.6,38.559999999999995,2.183575050232997
2023-03-23,Delhi,39.0,0.0,6.0,38.79666666666667,2.332304370823188
2023-03-24,Delhi,39.0,0.5,6.8,38.88666666666667,2.276072438901377
2023-03-25,Delhi,39.1,0.0,14.6,39.019999999999996,2.217547573645114
2023-03-26,Delhi,35.6,0.0,10.5,38.97,2.2162643313032224
2023-03-27,Delhi,37.4,0.0,7.1,39.076666666666675,2.139075426010251
2023-03-28,Delhi,36.2,0.0,8.6,39.436666666666675,2.214915478006473
2023-03-29,Delhi,39.2,0.0,6.1,39.529999999999994,2.2459388636626634
2023-03-30,Delhi,38.1,0.0,9.8,39.623333333333335,2.335436654635719
2023-03-31,Delhi,37.9,0.0,7.1,39.58333333333334,2.331949507546661
2023-04-01,Delhi,39.6,0.0,7.2,39.67333333333333,2.3208104014632935
2023-04-02,Delhi,41.2,0.0,12.5,39.57666666666667,2.2893581894365544
2023-04-03,Delhi,42.1,0.0,10.4,39.723333333333336,2.170282570722437
2023-04-04,Delhi,43.4,0.0,9.0,39.70333333333334,2.163726563981258
2023-04-05,Delhi,38.6,0.0,10.2,39.69666666666667,2.163089000246751
2023-04-06,Delhi,43.6,2.1,7.5,39.8,2.1828485028070257
2023-04-07,Delhi,38.8,5.0,11.0,39.9,2.142187087357533
2023-04-08,Delhi,40.0,0.0,9.0,40.01,2.178792769180779
2023-04-09,Delhi,38.3,0.0,14.8,40.126666666666665,2.2162306199760664
2023-04-10,Delhi,39.1,11.2,6.6,40.223333333333336,2.2330871368846075
2023-04-11,Delhi,45.1,0.0,14.1,40.44333333333334,2.0818896147048798
2023-04-12,Delhi,41.6,0.0,6.6,40.653333333333336,2.0820635210643923
2023-04-13,Delhi,43.1,0.0,8.7,40.769999999999996,1.9153013628003162
2023-04-14,Delhi,39.2,0.0,11.2,40.88666666666666,1.9229527104005173
2023-04-15,Delhi,40.7,0.0,13.9,40.9,1.9042601966516124
2023-04-16,Delhi,38.9,0.6,6.2,41.04333333333333,1.831088489798122
2023-04-17,Delhi,40.1,0.0,8.8,40.96333333333334,1.9451944913543506
2023-04-18,Delhi,40.1,1.2,6.9,40.96333333333334,1.9451944913543506
2023-04-19,Delhi,39.8,0.0,9.2,40.82000000000001,2.015697021568107
2023-04-20,Delhi,41.7,0.0,6.9,40.65,2.0056386032624323
2023-04-21,Delhi,40.5,1.1,6.3,40.510000000000005,2.2813108754277143
2023-04-22,Delhi,42.3,1.2,8.1,40.23,2.401314295303207
2023-04-23,Delhi,42.5,0.0,8.1,40.19666666666667,2.428634259788008
2023-04-24,Delhi,42.0,0.0,11.8,40.05,2.569684000430583
2023-04-25,Delhi,42.2,0.2,7.1,40.17666666666666,2.5740995524157726
2023-04-26,Delhi,43.7,0.0,8.3,40.16,2.582914686136966
2023-04-27,Delhi,39.7,0.0,8.5,39.78,2.6682552739377323
2023-04-28,Delhi,42.7,0.0,14.5,39.726666666666674,2.646524504708574
2023-04-29,Delhi,38.5,0.0,6.0,39.59,2.5711060279374967
2023-04-30,Delhi,42.2,0.0,7.1,39.529999999999994,2.601345805539891
2023-05-01,Delhi,37.2,0.0,6.9,39.39666666666667,2.6415099304457796
2023-05-02,Delhi,41.2,0.0,11.2,39.28,2.7396702545102523
2023-05-03,Delhi,37.8,0.0,8.4,39.220000000000006,2.7408028021001436
2023-05-04,Delhi,38.3,0.0,6.3,39.096666666666664,2.7827651013327386
2023-05-05,Delhi,34.4,0.0,6.8,39.05,2.7823024451974536
2023-05-06,Delhi,35.2,0.0,12.6,39.02333333333333,2.759770521861073
2023-05-07,Delhi,37.8,0.0,7.5,38.89,2.7825007358179796
2023-05-08,Delhi,35.6,0.0,8.7,38.8,2.7111519373849604
2023-05-09,Delhi,42.1,0.0,6.5,38.6,2.6493981099162145
2023-05-10,Delhi,38.6,0.0,7.4,38.35666666666667,2.6615633639329195
2023-05-11,Delhi,33.7,0.0,8.2,38.29333333333333,2.5885601554070465
2023-05-12,Delhi,40.0,0.0,16.4,37.99333333333333,2.4586137576275466
2023-05-13,Delhi,39.0,0.0,10.9,37.96666666666667,2.4437581760453613
2023-05-14,Delhi,37.4,0.2,8.4,37.84,2.2831617520900584
2023-05-15,Delhi,36.7,0.0,7.7,37.84666666666667,2.2854462075962627
2023-05-16,Delhi,35.4,0.0,6.2,37.64333333333333,2.1522535636627262
2023-05-17,Delhi,38.3,0.0,8.3,37.64333333333333,2.1522535636627262
2023-05-18,Delhi,36.4,0.0,9.1,37.28333333333333,2.423033626267505
2023-05-19,Delhi,38.4,0.0,10.2,37.03333333333333,2.7347487224080975
2023-05-20,Delhi,40.9,0.5,7.5,36.72666666666667,3.0816401066845116
2023-05-21,Delhi,36.5,0.7,7.1,36.73,3.079089654987065
2023-05-22,Delhi,39.6,0.0,8.4,36.59333333333334,3.236316907602974
2023-05-23,Delhi,36.5,0.0,11.6,36.273333333333326,3.5702731792837303
2023-05-24,Delhi,34.7,0.0,8.4,36.17333333333333,3.631275384701682
2023-05-25,Delhi,40.3,0.0,6.6,35.77333333333333,3.616812593062223
2023-05-26,Delhi,34.7,0.0,11.0,35.51333333333333,3.6862964624668444
2023-05-27,Delhi,38.9,0.0,8.8,35.55333333333333,3.672425988863264
2023-05-28,Delhi,38.9,0.0,7.6,35.279999999999994,3.635021225570081
2023-05-29,Delhi,38.7,0.0,5.9,35.18,3.5698353096370186
2023-05-30,Delhi,36.1,0.0,7.4,35.05,3.557192810300754
2023-05-31,Delhi,37.2,0.0,9.5,35.05333333333333,3.5588387619184907
2023-06-01,Delhi,30.4,2.5,8.6,34.92333333333333,3.6165027241830194
2023-06-02,Delhi,30.3,0.0,10.4,34.68666666666666,3.620224162742685
2023-06-03,Delhi,29.1,0.0,15.5,34.693333333333335,3.623670584607182
2023-06-04,Delhi,34.5,17.8,10.4,34.66,3.592866495595494
2023-06-05,Delhi,31.1,0.0,13.6,34.44666666666667,3.394085457373498
2023-06-06,Delhi,28.2,0.0,12.0,34.45,3.3962200083074463
2023-06-07,Delhi,32.6,0.0,6.9,34.29666666666667,3.2566624901443038
2023-06-08,Delhi,30.1,20.9,9.9,34.123333333333335,3.273686452381476
2023-06-09,Delhi,30.8,4.7,6.9,34.14333333333333,3.2791591997753833
2023-06-10,Delhi,34.9,5.6,11.7,33.81333333333333,3.133108331368746
2023-06-11,Delhi,31.8,7.6,5.7,33.696666666666665,3.1639655751793256
2023-06-12,Delhi,36.0,4.2,13.3,33.5,3.0089521603788567
2023-06-13,Delhi,33.5,11.8,9.7,33.336666666666666,2.8336017452308004
2023-06-14,Delhi,36.8,0.0,6.7,33.22,2.672645596175997
2023-06-15,Delhi,31.5,4.5,13.6,33.123333333333335,2.616747564457124
2023-06-16,Delhi,31.2,45.8,11.7,32.9,2.5416530054278357
2023-06-17,Delhi,36.6,0.0,6.2,32.75666666666667,2.7960172824355927
2023-06-18,Delhi,37.4,0.0,9.6,32.64666666666667,2.9563179957430807
2023-06-19,Delhi,34.5,11.4,7.7,32.406666666666666,3.4969872090458476
2023-06-20,Delhi,36.6,4.4,11.5,32.013333333333335,3.8944463847482305
2023-06-21,Delhi,35.0,3.4,7.3,31.863333333333333,4.015614637828266
2023-06-22,Delhi,31.3,9.4,7.9,31.813333333333333,4.071747344418857
2023-06-23,Delhi,35.3,24.4,9.5,31.66,4.1273352846266995
2023-06-24,Delhi,30.4,18.9,9.5,31.569999999999997,4.191465055364921
2023-06-25,Delhi,31.2,4.6,11.1,31.313333333333333,4.466946294215181
2023-06-26,Delhi,33.0,8.5,7.1,30.993333333333332,4.544335870701855
2023-06-27,Delhi,34.0,90.7,10.2,30.783333333333328,4.650108143594824
2023-06-28,Delhi,35.2,0.0,10.2,30.423333333333336,4.650375093016434
2023-06-29,Delhi,33.2,0.0,10.2,30.2,4.658399902882202
2023-06-30,Delhi,30.5,0.0,7.4,29.813333333333333,4.57231046501725
2023-07-01,Delhi,26.1,13.5,7.3,29.52333333333333,4.7346618663328295
2023-07-02,Delhi,27.0,0.5,9.0,29.25,4.8693092337408235
2023-07-03,Delhi,21.9,0.0,7.7,28.903333333333332,4.695080575367792
2023-07-04,Delhi,22.7,0.0,7.4,28.34666666666667,4.642660751183022
2023-07-05,Delhi,26.6,0.0,5.5,28.053333333333335,4.516768247574747
2023-07-06,Delhi,26.7,20.3,5.8,27.52,4.416302088617995
2023-07-07,Delhi,28.0,0.0,6.1,27.18,4.208316888553356
2023-07-08,Delhi,27.4,2.9,8.9,27.08,4.142163352812146
2023-07-09,Delhi,23.1,0.0,6.9,26.73,3.857473713232086
2023-07-10,Delhi,25.3,36.2,5.3,26.4,3.9549183696184578
2023-07-11,Delhi,25.5,0.0,6.5,26.2,3.854240834949706
2023-07-12,Delhi,25.2,4.0,12.9,25.96333333333333,3.6339854945656245
2023-07-13,Delhi,26.8,5.6,13.8,25.753333333333334,3.322206717118172
2023-07-14,Delhi,25.2,0.0,12.5,25.383333333333333,2.8129115280023598
2023-07-15,Delhi,22.8,0.0,7.1,25.023333333333333,2.445077156011922
2023-07-16,Delhi,23.0,19.8,9.9,24.81,2.219560378963108
2023-07-17,Delhi,26.2,11.4,10.1,24.84333333333333,2.2469417274236476
2023-07-18,Delhi,20.7,24.6,7.6,24.633333333333333,2.3312470147281603
2023-07-19,Delhi,25.7,0.0,16.4,24.426666666666666,2.8079853292345054
2023-07-20,Delhi,20.6,25.3,12.2,24.19333333333333,3.2174023933789146
2023-07-21,Delhi,24.8,0.0,7.1,23.886666666666667,3.4126269922900447
2023-07-22,Delhi,28.3,2.4,7.2,23.616666666666667,3.5016334447811728
2023-07-23,Delhi,24.8,6.4,9.5,23.396666666666665,3.4231950525520705
2023-07-24,Delhi,20.5,0.0,12.8,23.043333333333337,3.5407658759803153
2023-07-25,Delhi,25.2,0.4,7.2,22.779999999999998,3.819225413434197
2023-07-26,Delhi,25.9,0.0,9.7,22.44666666666667,4.02267138323182
2023-07-27,Delhi,27.7,2.5,9.2,22.166666666666668,4.094515535599459
2023-07-28,Delhi,24.1,0.0,5.8,22.086666666666666,4.056474886616222
2023-07-29,Delhi,22.4,6.0,15.3,21.853333333333335,3.9765461823334665
2023-07-30,Delhi,24.1,13.5,11.2,21.59,4.008727547704526
2023-07-31,Delhi,27.1,0.0,9.2,21.526666666666667,4.003957812080509
2023-08-01,Delhi,20.7,1.1,16.3,21.353333333333335,4.050264642978521
2023-08-02,Delhi,15.7,15.1,6.8,21.133333333333333,3.9560807262548
2023-08-03,Delhi,15.7,0.0,13.2,21.056666666666665,3.986934120118108
2023-08-04,Delhi,17.4,31.0,9.1,20.860000000000003,3.894434578941624
2023-08-05,Delhi,18.6,19.7,9.4,20.740000000000002,3.9576726006321143
2023-08-06,Delhi,21.4,0.0,8.3,20.513333333333335,3.911586090977356
2023-08-07,Delhi,16.8,18.2,7.9,20.096666666666668,3.7143230072652487
2023-08-08,Delhi,15.2,0.0,5.6,20.006666666666668,3.628140336157312
2023-08-09,Delhi,15.3,3.5,7.5,19.853333333333335,3.7030028200176406
2023-08-10,Delhi,17.1,1.3,6.2,19.683333333333334,3.563520472920098
2023-08-11,Delhi,22.8,16.7,9.9,19.383333333333333,3.397066009259391
2023-08-12,Delhi,19.8,26.2,7.1,19.066666666666666,3.016544418682781
2023-08-13,Delhi,17.3,0.0,6.7,18.833333333333332,2.8814906742428166
2023-08-14,Delhi,20.9,12.2,17.2,18.75,2.8100496989103285
2023-08-15,Delhi,17.8,12.1,12.3,18.530000000000005,2.6292977953348946
2023-08-16,Delhi,19.6,38.3,7.9,18.243333333333336,2.0725934666890544
2023-08-17,Delhi,18.4,0.9,9.7,18.089999999999996,2.0546582902410844
2023-08-18,Delhi,19.8,2.6,5.6,17.973333333333336,2.281852443676825
2023-08-19,Delhi,17.0,0.0,19.4,17.816666666666666,2.5845807147902407
2023-08-20,Delhi,18.0,7.8,6.7,17.566666666666666,2.9615156107380156
2023-08-21,Delhi,15.8,0.0,6.9,17.35,3.11700010509684
2023-08-22,Delhi,22.1,17.0,5.8,17.123333333333335,3.0590378624135193
2023-08-23,Delhi,15.9,3.5,12.0,16.866666666666667,3.3920122532853725
2023-08-24,Delhi,20.1,0.0,10.7,16.713333333333335,3.5692878970398794
2023-08-25,Delhi,16.9,24.8,7.3,16.68,3.5875647296817537
2023-08-26,Delhi,18.2,0.0,9.2,16.483333333333334,3.7229098124002045
2023-08-27,Delhi,17.1,7.3,15.5,16.169999999999998,3.565171563314092
2023-08-28,Delhi,19.9,31.7,11.9,15.833333333333334,3.6854170524617857
2023-08-29,Delhi,17.5,6.9,7.7,15.686666666666667,3.712489018521818
2023-08-30,Delhi,18.5,8.1,7.2,15.45,3.5930728372514986
2023-08-31,Delhi,16.1,0.0,9.9,15.306666666666668,3.5818443845878813
2023-09-01,Delhi,12.2,30.2,16.9,15.153333333333334,3.488971129177101
2023-09-02,Delhi,11.0,26.4,6.7,14.943333333333333,3.476391642288909
2023-09-03,Delhi,9.9,0.0,7.4,14.636666666666667,3.4387731707022664
2023-09-04,Delhi,12.1,25.7,7.9,14.426666666666668,3.481570526836249
2023-09-05,Delhi,14.6,1.4,6.0,14.240000000000002,3.433164821219146
2023-09-06,Delhi,9.1,0.0,9.1,14.08,3.469611923047483
2023-09-07,Delhi,10.6,13.8,6.4,13.736666666666666,3.1428609120744166
2023-09-08,Delhi,14.3,4.1,6.8,13.593333333333334,3.138848167097848
2023-09-09,Delhi,11.2,7.0,6.8,13.403333333333332,2.8944040341053383
2023-09-10,Delhi,13.4,8.5,10.1,13.303333333333335,2.820306089200815
2023-09-11,Delhi,9.7,11.8,9.8,13.116666666666667,2.666145782461067
2023-09-12,Delhi,12.9,0.0,10.4,12.906666666666666,2.5885601554073525
2023-09-13,Delhi,13.8,0.0,9.9,12.613333333333335,2.2444926211592726
2023-09-14,Delhi,13.5,0.0,7.0,12.363333333333335,2.0940775820255295
2023-09-15,Delhi,15.0,11.3,9.0,12.15,1.7441033661242134
2023-09-16,Delhi,12.1,0.0,7.6,12.023333333333333,1.5773577499305764
2023-09-17,Delhi,10.6,22.0,7.0,11.836666666666668,1.86149427061754
2023-09-18,Delhi,10.7,1.6,7.6,11.776666666666667,1.917556515075227
2023-09-19,Delhi,12.4,4.3,10.7,11.713333333333333,2.010787002100869
2023-09-20,Delhi,11.0,15.7,13.5,11.69,2.0102067143665767
2023-09-21,Delhi,11.8,2.4,7.7,11.49,2.009177220518389
2023-09-22,Delhi,11.6,2.2,10.7,11.596666666666668,1.9623144908299628
2023-09-23,Delhi,14.4,30.5,7.2,11.683333333333334,1.9741577572667341
2023-09-24,Delhi,13.9,0.0,8.9,11.533333333333333,1.9391312191440764
2023-09-25,Delhi,12.6,7.3,6.7,11.633333333333333,1.9978148982870771
2023-09-26,Delhi,10.8,0.0,8.0,11.533333333333333,1.9813498243466503
2023-09-27,Delhi,11.1,14.0,9.4,11.479999999999999,2.052651775227974
2023-09-28,Delhi,10.0,100.8,6.4,11.379999999999999,2.054163140283235
2023-09-29,Delhi,12.1,0.0,10.0,11.196666666666665,2.0760511809078483
2023-09-30,Delhi,12.3,14.2,16.2,11.16,2.0434251165379904
2023-10-01,Delhi,6.6,0.0,8.4,10.879999999999999,2.074375685058131
2023-10-02,Delhi,9.2,6.3,10.0,10.896666666666668,2.086489104119876
2023-10-03,Delhi,8.0,0.0,7.0,10.770000000000001,2.216419915399852
2023-10-04,Delhi,11.4,0.0,8.0,10.743333333333334,2.2220964523800357
2023-10-05,Delhi,8.6,0.0,9.2,10.643333333333333,2.212454298508851
2023-10-06,Delhi,12.3,0.0,8.3,10.706666666666667,2.249893994948991
2023-10-07,Delhi,13.2,0.0,9.5,10.653333333333334,2.2420331495497443
2023-10-08,Delhi,9.8,0.0,6.2,10.656666666666666,2.2435629504530206
2023-10-09,Delhi,14.2,0.0,6.9,10.483333333333333,2.1430051946669693
2023-10-10,Delhi,10.4,0.0,7.0,10.409999999999998,2.0580120974147
2023-10-11,Delhi,8.1,0.0,12.0,10.180000000000001,2.186384198184479
2023-10-12,Delhi,9.9,0.0,8.9,10.186666666666667,2.1886436255229063
2023-10-13,Delhi,8.3,0.0,5.5,10.109999999999998,2.1958189109434776
2023-10-14,Delhi,12.4,0.0,8.9,10.106666666666666,2.196067540782839
2023-10-15,Delhi,6.6,0.0,10.7,10.076666666666666,2.1739338779615527
2023-10-16,Delhi,12.6,0.0,11.0,10.003333333333334,2.1330702064744513
2023-10-17,Delhi,6.8,0.0,9.5,10.176666666666666,2.0568947692956594
2023-10-18,Delhi,9.9,0.0,11.1,10.236666666666668,2.0536734678729958
2023-10-19,Delhi,9.4,0.0,13.2,10.379999999999999,2.0422097565277135
2023-10-20,Delhi,12.9,0.0,11.5,10.32,2.0376457003124497
2023-10-21,Delhi,10.2,0.0,5.6,10.396666666666667,2.013828629036802
2023-10-22,Delhi,11.7,0.0,13.7,10.43,2.0542890371799363
2023-10-23,Delhi,9.2,6.7,9.2,10.236666666666668,2.057531720681607
2023-10-24,Delhi,11.7,0.0,8.9,10.303333333333333,2.075220525603694
2023-10-25,Delhi,5.7,0.0,7.7,10.326666666666666,2.12390877999714
2023-10-26,Delhi,11.0,0.0,8.5,10.323333333333334,2.123868190815013
2023-10-27,Delhi,8.8,0.0,10.4,10.423333333333334,2.0858609953579914
2023-10-28,Delhi,9.9,0.0,8.3,10.456666666666669,2.0851996238408863
2023-10-29,Delhi,11.2,0.0,7.6,10.576666666666666,2.0602449357792625
2023-10-30,Delhi,10.1,0.0,10.3,10.603333333333332,2.089626815937921
2023-10-31,Delhi,11.8,0.0,12.2,10.773333333333333,1.9558811989406724
2023-11-01,Delhi,11.0,0.0,8.7,10.723333333333333,1.9265268612527118
2023-11-02,Delhi,12.3,0.0,6.1,10.919999999999998,1.809819956753667
2023-11-03,Delhi,9.6,0.0,8.2,10.843333333333334,1.9009404810896788
2023-11-04,Delhi,10.9,0.0,9.4,11.01,1.9872611545927967
2023-11-05,Delhi,13.3,0.0,6.0,10.91,1.9642231069292717
2023-11-06,Delhi,7.4,1.4,10.8,10.976666666666667,1.973214309862325
2023-11-07,Delhi,11.8,0.0,9.1,10.826666666666666,2.084248534610201
2023-11-08,Delhi,14.9,0.0,7.4,11.003333333333334,2.1646825574929953
2023-11-09,Delhi,10.3,0.0,8.3,11.166666666666666,2.3919885441623805
2023-11-10,Delhi,11.1,0.0,6.7,11.436666666666666,2.203364720593432
2023-11-11,Delhi,10.9,0.0,9.7,11.389999999999999,2.227624372471566
2023-11-12,Delhi,11.9,0.0,8.7,11.419999999999998,2.197396578713019
2023-11-13,Delhi,13.2,0.0,9.6,11.553333333333335,2.2231902106309804
2023-11-14,Delhi,11.7,0.0,6.3,11.583333333333334,2.224329939141822
2023-11-15,Delhi,11.1,0.0,6.6,11.643333333333334,2.2071487822818328
2023-11-16,Delhi,12.7,0.2,14.7,11.69,2.225301219440442
2023-11-17,Delhi,7.6,0.0,7.3,11.88,2.4007757367011107
2023-11-18,Delhi,14.4,0.0,11.7,12.040000000000001,2.582781179405521
2023-11-19,Delhi,9.9,0.0,6.9,12.276666666666667,2.675132395477846
2023-11-20,Delhi,12.2,0.0,6.1,12.436666666666667,2.7328756275037462
2023-11-21,Delhi,7.2,0.0,9.2,12.463333333333335,2.745464389251001
2023-11-22,Delhi,14.5,0.0,8.5,12.763333333333332,2.663609598262422
2023-11-23,Delhi,16.6,0.0,6.1,13.0,2.8815704530453066
2023-11-24,Delhi,13.8,0.0,17.0,13.023333333333333,2.9002595999544765
2023-11-25,Delhi,9.6,0.0,6.2,13.336666666666666,3.096993350992798
2023-11-26,Delhi,9.7,2.9,7.8,13.596666666666666,3.2274131130520742
2023-11-27,Delhi,13.9,1.3,18.7,13.873333333333333,3.34199334832245
2023-11-28,Delhi,12.1,0.0,6.9,13.993333333333334,3.333314942478243
2023-11-29,Delhi,11.9,1.0,5.9,14.216666666666667,3.498677911217089
2023-11-30,Delhi,13.2,3.9,10.4,14.41,3.5150268552466324
2023-12-01,Delhi,16.7,1.6,11.9,14.629999999999999,3.507248651500182
2023-12-02,Delhi,17.1,0.0,6.2,14.913333333333332,3.684799468958702
2023-12-03,Delhi,16.7,0.0,6.4,15.143333333333333,3.4182757635105796
2023-12-04,Delhi,15.7,0.0,15.1,15.253333333333334,3.44651081263511
2023-12-05,Delhi,14.1,1.5,12.6,15.426666666666666,3.2954444348205945
2023-12-06,Delhi,16.4,0.0,9.3,15.58,3.246791519702998
2023-12-07,Delhi,18.9,0.0,7.7,15.913333333333332,2.8452905231137695
2023-12-08,Delhi,15.6,0.0,7.1,15.963333333333333,2.832749770870929
2023-12-09,Delhi,19.7,0.0,7.1,16.066666666666666,2.9122018371382437
2023-12-10,Delhi,18.9,1.7,6.3,16.103333333333335,2.88951533143124
2023-12-11,Delhi,19.2,1.1,10.0,16.356666666666666,2.6203031324159016
2023-12-12,Delhi,15.5,0.0,7.3,16.523333333333333,2.324633205525408
2023-12-13,Delhi,19.9,0.0,6.7,16.53333333333333,2.313578111532517
2023-12-14,Delhi,17.5,0.0,10.2,16.71,2.1606751818310745
