DATE,CITY,TEMP,PRCP,WDSP
2023-05-20,Dehradun,34.6,0.0,11.5
2023-05-20,Jodhpur,43.3,0.0,12.8
2023-05-21,Mumbai,33.0,0.0,14.1
2023-05-21,Delhi,36.5,0.7,7.1
2023-05-21,Dehradun,30.1,0.0,10.6
2023-05-21,Jodhpur,39.1,0.0,7.8
2023-05-22,Mumbai,29.3,0.0,19.2
2023-05-22,Delhi,39.6,0.0,8.4
2023-05-22,Dehradun,31.5,0.0,10.5
2023-05-22,Jodhpur,41.6,0.3,7.8
2023-05-23,Mumbai,31.7,0.0,11.6
2023-05-23,Delhi,36.5,0.0,11.6
2023-05-23,Dehradun,27.7,0.0,8.8
2023-05-23,Jodhpur,40.6,0.0,5.7
2023-05-24,Mumbai,29.7,0.0,8.1
2023-05-24,Delhi,34.7,0.0,8.4
2023-05-24,Dehradun,30.9,0.0,6.0
2023-05-24,Jodhpur,38.9,0.0,12.9
2023-05-25,Mumbai,32.4,0.0,9.8
2023-05-25,Delhi,40.3,0.0,6.6
2023-05-25,Dehradun,27.9,0.0,11.6
2023-05-25,Jodhpur,40.0,0.0,6.6
2023-05-26,Mumbai,35.5,1.5,8.3
2023-05-26,Delhi,34.7,0.0,11.0
2023-05-26,Dehradun,29.2,0.0,7.1
2023-05-26,Jodhpur,40.0,0.0,9.6
2023-05-27,Mumbai,32.1,0.4,5.7
2023-05-27,Delhi,38.9,0.0,8.8
2023-05-27,Dehradun,29.1,0.0,9.6
2023-05-27,Jodhpur,40.2,0.0,15.5
2023-05-28,Mumbai,30.9,0.0,6.4
2023-05-28,Delhi,38.9,0.0,7.6
2023-05-28,Dehradun,30.4,0.0,6.0
2023-05-28,Jodhpur,41.3,2.6,8.0
2023-05-29,Mumbai,29.6,0.0,6.7
2023-05-29,Delhi,38.7,0.0,5.9
2023-05-29,Dehradun,27.2,6.0,5.5
2023-05-29,Jodhpur,42.1,0.0,5.4
2023-05-30,Mumbai,33.1,0.0,8.4
2023-05-30,Delhi,36.1,0.0,7.4
2023-05-30,Dehradun,31.8,0.0,16.5
2023-05-30,Jodhpur,37.0,0.0,6.5
2023-05-31,Mumbai,28.7,4.5,13.5
2023-05-31,Delhi,37.2,0.0,9.5
2023-05-31,Dehradun,27.7,0.0,7.5
2023-05-31,Jodhpur,41.0,0.0,8.4
2023-06-01,Mumbai,30.9,27.1,12.7
2023-06-01,Delhi,30.4,2.5,8.6
2023-06-01,Dehradun,28.1,0.6,9.3
2023-06-01,Jodhpur,34.0,0.0,6.9
2023-06-02,Mumbai,29.6,0.0,6.2
2023-06-02,Delhi,30.3,0.0,10.4
2023-06-02,Dehradun,23.7,8.2,6.3
2023-06-02,Jodhpur,32.6,0.4,10.8
2023-06-03,Mumbai,29.0,21.1,13.7
2023-06-03,Delhi,29.1,0.0,15.5
2023-06-03,Dehradun,26.8,13.1,10.3
2023-06-03,Jodhpur,32.0,0.0,7.4
2023-06-04,Mumbai,30.0,6.9,12.0
2023-06-04,Delhi,34.5,17.8,10.4
2023-06-04,Dehradun,26.8,3.3,6.1
2023-06-04,Jodhpur,37.1,0.0,11.4
2023-06-05,Mumbai,24.7,0.0,8.1
2023-06-05,Delhi,31.1,0.0,13.6
2023-06-05,Dehradun,25.9,0.0,9.7
2023-06-05,Jodhpur,35.4,0.1,13.0
2023-06-06,Mumbai,30.9,0.0,9.5
2023-06-06,Delhi,28.2,0.0,12.0
2023-06-06,Dehradun,25.0,0.0,6.6
2023-06-06,Jodhpur,37.1,0.0,10.2
2023-06-07,Mumbai,31.9,0.2,9.1
2023-06-07,Delhi,32.6,0.0,6.9
2023-06-07,Dehradun,28.5,19.8,5.8
2023-06-07,Jodhpur,33.9,0.0,5.6
2023-06-08,Mumbai,29.2,15.4,7.1
2023-06-08,Delhi,30.1,20.9,9.9
2023-06-08,Dehradun,24.1,59.0,6.4
2023-06-08,Jodhpur,32.3,0.2,8.5
2023-06-09,Mumbai,31.3,6.4,11.8
2023-06-09,Delhi,30.8,4.7,6.9
2023-06-09,Dehradun,26.4,1.2,8.5
2023-06-09,Jodhpur,34.8,0.0,8.8
2023-06-10,Mumbai,32.5,0.0,12.7
2023-06-10,Delhi,34.9,5.6,11.7
2023-06-10,Dehradun,28.0,1.7,9.1
2023-06-10,Jodhpur,34.6,0.0,9.1
2023-06-11,Mumbai,27.8,0.0,14.9
2023-06-11,Delhi,31.8,7.6,5.7
2023-06-11,Dehradun,27.1,1.6,6.3
2023-06-11,Jodhpur,33.3,0.0,8.0
2023-06-12,Mumbai,26.3,19.3,7.3
2023-06-12,Delhi,36.0,4.2,13.3
2023-06-12,Dehradun,26.7,0.0,10.0
2023-06-12,Jodhpur,33.6,0.0,6.6
2023-06-13,Mumbai,32.9,16.8,7.6
2023-06-13,Delhi,33.5,11.8,9.7
2023-06-13,Dehradun,28.8,11.1,10.4
2023-06-13,Jodhpur,36.4,0.0,7.8
2023-06-14,Mumbai,27.9,16.5,5.9
2023-06-14,Delhi,36.8,0.0,6.7
2023-06-14,Dehradun,22.8,41.3,5.4
2023-06-14,Jodhpur,33.9,0.0,11.1
2023-06-15,Mumbai,29.6,0.0,5.4
2023-06-15,Delhi,31.5,4.5,13.6
2023-06-15,Dehradun,27.1,25.2,6.3
2023-06-15,Jodhpur,34.3,0.0,7.0
2023-06-16,Mumbai,35.4,6.5,12.7
2023-06-16,Delhi,31.2,45.8,11.7
2023-06-16,Dehradun,26.2,31.4,5.3
2023-06-16,Jodhpur,37.1,0.0,5.3
2023-06-17,Mumbai,30.3,29.4,11.0
2023-06-17,Delhi,36.6,0.0,6.2
2023-06-17,Dehradun,27.1,0.0,6.5
2023-06-17,Jodhpur,37.0,0.0,11.3
2023-06-18,Mumbai,28.1,0.0,6.0
2023-06-18,Delhi,37.4,0.0,9.6
2023-06-18,Dehradun,23.2,0.0,7.1
2023-06-18,Jodhpur,37.0,0.0,17.2
2023-06-19,Mumbai,33.2,2.8,9.4
2023-06-19,Delhi,34.5,11.4,7.7
2023-06-19,Dehradun,24.1,2.3,9.0
2023-06-19,Jodhpur,34.1,0.5,6.0
2023-06-20,Mumbai,28.9,1.1,8.2
2023-06-20,Delhi,36.6,4.4,11.5
2023-06-20,Dehradun,26.6,25.8,15.2
2023-06-20,Jodhpur,30.8,0.0,7.9
2023-06-21,Mumbai,30.2,9.4,7.6
2023-06-21,Delhi,35.0,3.4,7.3
2023-06-21,Dehradun,25.4,51.7,11.4
2023-06-21,Jodhpur,33.8,0.0,8.9
2023-06-22,Mumbai,25.7,0.0,10.2
2023-06-22,Delhi,31.3,9.4,7.9
2023-06-22,Dehradun,28.6,0.0,11.5
2023-06-22,Jodhpur,34.6,0.0,17.3
2023-06-23,Mumbai,30.0,0.0,14.0
2023-06-23,Delhi,35.3,24.4,9.5
2023-06-23,Dehradun,26.8,20.3,6.6
2023-06-23,Jodhpur,35.3,0.0,8.0
2023-06-24,Mumbai,30.6,33.0,13.6
2023-06-24,Delhi,30.4,18.9,9.5
2023-06-24,Dehradun,24.7,0.0,6.3
2023-06-24,Jodhpur,36.7,0.0,7.9
2023-06-25,Mumbai,29.9,25.9,7.2
2023-06-25,Delhi,31.2,4.6,11.1
2023-06-25,Dehradun,23.2,0.0,12.1
2023-06-25,Jodhpur,33.0,0.0,10.5
2023-06-26,Mumbai,31.6,21.5,9.9
2023-06-26,Delhi,33.0,8.5,7.1
2023-06-26,Dehradun,25.3,0.6,9.8
2023-06-26,Jodhpur,36.4,0.8,7.6
2023-06-27,Mumbai,28.6,1.0,10.3
2023-06-27,Delhi,34.0,90.7,10.2
2023-06-27,Dehradun,25.8,0.0,7.2
2023-06-27,Jodhpur,37.4,0.0,7.0
2023-06-28,Mumbai,27.1,0.0,10.5
2023-06-28,Delhi,35.2,0.0,10.2
2023-06-28,Dehradun,28.1,30.0,16.7
2023-06-28,Jodhpur,35.3,0.0,8.4
2023-06-29,Mumbai,27.9,0.0,14.1
2023-06-29,Delhi,33.2,0.0,10.2
2023-06-29,Dehradun,27.8,0.0,16.4
2023-06-29,Jodhpur,34.0,0.0,16.4
2023-06-30,Mumbai,29.5,4.8,9.5
2023-06-30,Delhi,30.5,0.0,7.4
2023-06-30,Dehradun,29.6,2.8,14.2
2023-06-30,Jodhpur,36.7,6.5,6.4
2023-07-01,Mumbai,33.1,0.0,5.6
2023-07-01,Delhi,26.1,13.5,7.3
2023-07-01,Dehradun,19.7,1.3,11.4
2023-07-01,Jodhpur,28.5,0.0,9.6
2023-07-02,Mumbai,26.3,0.0,6.5
2023-07-02,Delhi,27.0,0.5,9.0
2023-07-02,Dehradun,21.6,28.2,7.9
2023-07-02,Jodhpur,27.0,3.4,7.8
2023-07-03,Mumbai,25.5,0.0,7.9
2023-07-03,Delhi,21.9,0.0,7.7
2023-07-03,Dehradun,19.5,51.5,5.6
2023-07-03,Jodhpur,27.1,0.0,6.3
2023-07-04,Mumbai,25.5,0.0,13.3
2023-07-04,Delhi,22.7,0.0,7.4
2023-07-04,Dehradun,20.7,2.5,8.3
2023-07-04,Jodhpur,26.3,0.0,7.5
2023-07-05,Mumbai,27.6,2.3,5.8
2023-07-05,Delhi,26.6,0.0,5.5
2023-07-05,Dehradun,19.2,0.0,6.1
2023-07-05,Jodhpur,23.4,0.0,12.2
2023-07-06,Mumbai,28.4,11.6,7.7
2023-07-06,Delhi,26.7,20.3,5.8
2023-07-06,Dehradun,19.5,9.1,11.9
2023-07-06,Jodhpur,27.5,0.4,7.6
2023-07-07,Mumbai,26.3,3.9,21.2
2023-07-07,Delhi,28.0,0.0,6.1
2023-07-07,Dehradun,18.8,0.0,6.6
2023-07-07,Jodhpur,26.9,7.0,11.0
2023-07-08,Mumbai,26.3,6.9,6.4
2023-07-08,Delhi,27.4,2.9,8.9
2023-07-08,Dehradun,18.6,4.3,6.9
2023-07-08,Jodhpur,29.1,0.0,12.6
2023-07-09,Mumbai,22.8,0.0,7.0
2023-07-09,Delhi,23.1,0.0,6.9
2023-07-09,Dehradun,15.5,2.5,5.3
2023-07-09,Jodhpur,31.9,2.9,5.9
2023-07-10,Mumbai,26.2,0.0,9.4
2023-07-10,Delhi,25.3,36.2,5.3
2023-07-10,Dehradun,18.7,0.0,8.3
2023-07-10,Jodhpur,30.4,0.0,7.8
2023-07-11,Mumbai,23.9,0.0,7.6
2023-07-11,Delhi,25.5,0.0,6.5
2023-07-11,Dehradun,22.4,20.8,7.2
2023-07-11,Jodhpur,26.5,0.0,10.7
2023-07-12,Mumbai,26.6,0.0,10.4
2023-07-12,Delhi,25.2,4.0,12.9
2023-07-12,Dehradun,21.0,0.0,8.9
2023-07-12,Jodhpur,25.7,5.9,12.3
2023-07-13,Mumbai,25.2,0.0,11.5
2023-07-13,Delhi,26.8,5.6,13.8
2023-07-13,Dehradun,19.8,0.0,6.7
2023-07-13,Jodhpur,27.1,0.1,6.2
2023-07-14,Mumbai,27.6,0.0,6.2
2023-07-14,Delhi,25.2,0.0,12.5
2023-07-14,Dehradun,21.6,35.2,10.0
2023-07-14,Jodhpur,29.4,0.0,10.3
2023-07-15,Mumbai,24.8,32.4,12.2
2023-07-15,Delhi,22.8,0.0,7.1
2023-07-15,Dehradun,17.9,1.9,9.0
2023-07-15,Jodhpur,31.4,0.0,10.8
2023-07-16,Mumbai,23.8,0.0,8.7
2023-07-16,Delhi,23.0,19.8,9.9
2023-07-16,Dehradun,20.4,16.1,7.8
2023-07-16,Jodhpur,29.7,0.0,9.7
2023-07-17,Mumbai,28.0,9.4,14.0
2023-07-17,Delhi,26.2,11.4,10.1
2023-07-17,Dehradun,19.9,0.8,9.6
2023-07-17,Jodhpur,27.2,0.0,16.0
2023-07-18,Mumbai,28.0,26.0,5.7
2023-07-18,Delhi,20.7,24.6,7.6
2023-07-18,Dehradun,17.0,3.8,5.1
2023-07-18,Jodhpur,29.0,0.0,9.7
2023-07-19,Mumbai,27.8,0.0,7.9
2023-07-19,Delhi,25.7,0.0,16.4
2023-07-19,Dehradun,17.7,53.2,7.6
2023-07-19,Jodhpur,27.3,0.0,8.8
2023-07-20,Mumbai,28.2,1.2,8.8
2023-07-20,Delhi,20.6,25.3,12.2
2023-07-20,Dehradun,17.3,0.0,6.8
2023-07-20,Jodhpur,31.5,0.0,6.6
2023-07-21,Mumbai,24.6,0.0,7.4
2023-07-21,Delhi,24.8,0.0,7.1
2023-07-21,Dehradun,17.0,19.7,9.2
2023-07-21,Jodhpur,28.7,5.0,7.7
2023-07-22,Mumbai,24.5,11.4,14.9
2023-07-22,Delhi,28.3,2.4,7.2
2023-07-22,Dehradun,22.4,7.1,8.7
2023-07-22,Jodhpur,29.3,0.0,7.3
2023-07-23,Mumbai,28.3,0.6,5.5
2023-07-23,Delhi,24.8,6.4,9.5
2023-07-23,Dehradun,22.7,0.0,7.3
2023-07-23,Jodhpur,28.1,0.0,7.5
2023-07-24,Mumbai,27.9,0.0,6.2
2023-07-24,Delhi,20.5,0.0,12.8
2023-07-24,Dehradun,23.0,1.3,7.2
2023-07-24,Jodhpur,30.1,0.0,14.7
2023-07-25,Mumbai,28.0,8.2,7.5
2023-07-25,Delhi,25.2,0.4,7.2
2023-07-25,Dehradun,19.8,7.6,8.2
2023-07-25,Jodhpur,24.5,0.0,9.3
2023-07-26,Mumbai,26.5,0.8,10.8
2023-07-26,Delhi,25.9,0.0,9.7
2023-07-26,Dehradun,19.8,30.7,6.5
2023-07-26,Jodhpur,29.4,0.0,6.7
2023-07-27,Mumbai,23.1,11.3,6.9
2023-07-27,Delhi,27.7,2.5,9.2
2023-07-27,Dehradun,18.4,17.1,5.9
2023-07-27,Jodhpur,27.8,0.0,7.4
2023-07-28,Mumbai,24.4,33.9,10.8
2023-07-28,Delhi,24.1,0.0,5.8
2023-07-28,Dehradun,21.0,7.6,11.5
2023-07-28,Jodhpur,26.4,0.0,13.1
2023-07-29,Mumbai,28.8,5.1,15.6
2023-07-29,Delhi,22.4,6.0,15.3
2023-07-29,Dehradun,19.3,17.5,9.6
2023-07-29,Jodhpur,30.9,0.0,9.2
2023-07-30,Mumbai,28.3,0.0,6.8
2023-07-30,Delhi,24.1,13.5,11.2
2023-07-30,Dehradun,21.5,4.8,15.4
2023-07-30,Jodhpur,29.5,0.0,6.3
2023-07-31,Mumbai,25.4,0.0,10.5
2023-07-31,Delhi,27.1,0.0,9.2
2023-07-31,Dehradun,19.4,6.1,5.3
2023-07-31,Jodhpur,25.9,0.0,16.1
2023-08-01,Mumbai,26.5,0.8,6.0
2023-08-01,Delhi,20.7,1.1,16.3
2023-08-01,Dehradun,10.7,7.8,11.9
2023-08-01,Jodhpur,19.0,0.0,11.8
2023-08-02,Mumbai,24.7,17.1,8.7
2023-08-02,Delhi,15.7,15.1,6.8
2023-08-02,Dehradun,16.3,6.3,6.0
2023-08-02,Jodhpur,21.5,0.0,10.3
2023-08-03,Mumbai,26.3,0.0,10.6
2023-08-03,Delhi,15.7,0.0,13.2
2023-08-03,Dehradun,16.3,12.5,8.7
2023-08-03,Jodhpur,21.2,0.0,6.6
2023-08-04,Mumbai,21.7,0.0,7.0
2023-08-04,Delhi,17.4,31.0,9.1
2023-08-04,Dehradun,16.6,5.5,9.3
2023-08-04,Jodhpur,23.4,0.0,12.2
2023-08-05,Mumbai,22.7,17.7,9.2
2023-08-05,Delhi,18.6,19.7,9.4
2023-08-05,Dehradun,13.1,28.5,5.6
2023-08-05,Jodhpur,20.9,0.0,6.4
2023-08-06,Mumbai,24.9,4.0,6.5
2023-08-06,Delhi,21.4,0.0,8.3
2023-08-06,Dehradun,15.7,13.1,9.0
2023-08-06,Jodhpur,23.8,0.0,5.9
2023-08-07,Mumbai,25.5,36.3,15.5
2023-08-07,Delhi,16.8,18.2,7.9
2023-08-07,Dehradun,12.1,9.1,14.6
2023-08-07,Jodhpur,21.4,0.9,6.4
2023-08-08,Mumbai,24.7,0.0,5.3
2023-08-08,Delhi,15.2,0.0,5.6
2023-08-08,Dehradun,10.4,8.8,5.9
2023-08-08,Jodhpur,21.3,0.3,9.8
2023-08-09,Mumbai,27.4,6.2,15.5
2023-08-09,Delhi,15.3,3.5,7.5
2023-08-09,Dehradun,18.3,12.9,12.4
2023-08-09,Jodhpur,21.4,0.0,13.4
2023-08-10,Mumbai,24.1,0.0,10.9
2023-08-10,Delhi,17.1,1.3,6.2
2023-08-10,Dehradun,15.0,1.3,13.8
2023-08-10,Jodhpur,23.2,0.0,9.6
2023-08-11,Mumbai,25.6,0.0,6.6
2023-08-11,Delhi,22.8,16.7,9.9
2023-08-11,Dehradun,12.7,15.5,7.4
2023-08-11,Jodhpur,21.3,1.0,7.0
2023-08-12,Mumbai,23.3,26.3,8.1
2023-08-12,Delhi,19.8,26.2,7.1
2023-08-12,Dehradun,14.9,47.5,13.2
2023-08-12,Jodhpur,18.3,0.0,9.8
2023-08-13,Mumbai,27.3,3.9,10.0
2023-08-13,Delhi,17.3,0.0,6.7
2023-08-13,Dehradun,13.0,0.0,6.0
2023-08-13,Jodhpur,15.1,0.0,16.9
2023-08-14,Mumbai,24.5,0.0,6.1
2023-08-14,Delhi,20.9,12.2,17.2
2023-08-14,Dehradun,15.2,27.7,7.3
2023-08-14,Jodhpur,20.6,0.0,8.5
2023-08-15,Mumbai,22.4,68.4,9.2
2023-08-15,Delhi,17.8,12.1,12.3
2023-08-15,Dehradun,16.8,8.1,8.6
2023-08-15,Jodhpur,22.0,0.0,5.9
2023-08-16,Mumbai,23.4,0.0,10.2
2023-08-16,Delhi,19.6,38.3,7.9
2023-08-16,Dehradun,13.3,73.4,9.8
2023-08-16,Jodhpur,20.3,0.0,5.6
2023-08-17,Mumbai,23.3,8.2,12.0
2023-08-17,Delhi,18.4,0.9,9.7
2023-08-17,Dehradun,13.5,7.7,6.3
2023-08-17,Jodhpur,19.1,0.0,14.6
2023-08-18,Mumbai,23.3,9.9,6.1
2023-08-18,Delhi,19.8,2.6,5.6
2023-08-18,Dehradun,18.2,0.0,14.4
2023-08-18,Jodhpur,20.9,0.0,7.9
2023-08-19,Mumbai,26.3,23.9,6.3
2023-08-19,Delhi,17.0,0.0,19.4
2023-08-19,Dehradun,17.6,5.1,5.8
2023-08-19,Jodhpur,17.3,0.0,8.3
2023-08-20,Mumbai,25.8,0.0,8.7
2023-08-20,Delhi,18.0,7.8,6.7
2023-08-20,Dehradun,13.9,0.0,8.5
2023-08-20,Jodhpur,22.9,0.0,8.8
2023-08-21,Mumbai,27.6,12.7,7.3
2023-08-21,Delhi,15.8,0.0,6.9
2023-08-21,Dehradun,18.2,14.3,13.1
2023-08-21,Jodhpur,18.0,0.0,8.6
2023-08-22,Mumbai,27.2,40.5,12.4
2023-08-22,Delhi,22.1,17.0,5.8
2023-08-22,Dehradun,15.3,0.0,7.5
2023-08-22,Jodhpur,20.4,0.0,9.6
2023-08-23,Mumbai,24.5,4.1,12.3
2023-08-23,Delhi,15.9,3.5,12.0
2023-08-23,Dehradun,15.1,22.8,8.8
2023-08-23,Jodhpur,19.0,0.0,7.7
2023-08-24,Mumbai,21.8,5.6,9.3
2023-08-24,Delhi,20.1,0.0,10.7
2023-08-24,Dehradun,12.3,36.0,6.9
2023-08-24,Jodhpur,21.8,0.4,9.1
2023-08-25,Mumbai,21.5,0.0,6.1
2023-08-25,Delhi,16.9,24.8,7.3
2023-08-25,Dehradun,15.6,21.7,7.3
2023-08-25,Jodhpur,21.7,0.0,8.7
2023-08-26,Mumbai,28.9,1.9,8.4
2023-08-26,Delhi,18.2,0.0,9.2
2023-08-26,Dehradun,16.4,25.1,6.0
2023-08-26,Jodhpur,22.6,0.0,7.3
2023-08-27,Mumbai,26.2,0.0,12.3
2023-08-27,Delhi,17.1,7.3,15.5
2023-08-27,Dehradun,14.4,0.0,12.6
2023-08-27,Jodhpur,26.0,0.0,9.1
2023-08-28,Mumbai,25.6,0.0,11.0
2023-08-28,Delhi,19.9,31.7,11.9
2023-08-28,Dehradun,13.6,0.7,6.5
2023-08-28,Jodhpur,23.1,0.0,13.7
2023-08-29,Mumbai,24.2,7.5,9.2
2023-08-29,Delhi,17.5,6.9,7.7
2023-08-29,Dehradun,14.6,31.8,5.3
2023-08-29,Jodhpur,18.7,0.6,8.4
2023-08-30,Mumbai,26.5,8.2,14.9
2023-08-30,Delhi,18.5,8.1,7.2
2023-08-30,Dehradun,15.7,5.8,6.6
2023-08-30,Jodhpur,21.0,0.8,8.4
2023-08-31,Mumbai,23.8,0.0,5.9
2023-08-31,Delhi,16.1,0.0,9.9
2023-08-31,Dehradun,14.6,1.9,8.8
2023-08-31,Jodhpur,18.5,0.0,5.8
2023-09-01,Mumbai,22.5,6.3,7.3
2023-09-01,Delhi,12.2,30.2,16.9
2023-09-01,Dehradun,9.2,9.9,6.6
2023-09-01,Jodhpur,17.5,3.9,9.1
2023-09-02,Mumbai,21.5,0.0,5.8
2023-09-02,Delhi,11.0,26.4,6.7
2023-09-02,Dehradun,8.1,0.0,5.5
2023-09-02,Jodhpur,16.8,0.0,5.3
2023-09-03,Mumbai,22.5,0.9,6.3
2023-09-03,Delhi,9.9,0.0,7.4
2023-09-03,Dehradun,10.2,0.0,9.7
2023-09-03,Jodhpur,14.9,0.0,7.8
2023-09-04,Mumbai,23.1,0.0,14.3
2023-09-04,Delhi,12.1,25.7,7.9
2023-09-04,Dehradun,10.0,0.0,5.9
2023-09-04,Jodhpur,12.7,0.0,6.5
2023-09-05,Mumbai,23.7,23.9,10.8
2023-09-05,Delhi,14.6,1.4,6.0
2023-09-05,Dehradun,6.0,0.0,7.4
2023-09-05,Jodhpur,15.6,0.0,7.4
2023-09-06,Mumbai,23.2,22.4,12.5
2023-09-06,Delhi,9.1,0.0,9.1
2023-09-06,Dehradun,11.3,0.0,6.0
2023-09-06,Jodhpur,13.7,0.0,9.2
2023-09-07,Mumbai,20.5,2.1,7.0
2023-09-07,Delhi,10.6,13.8,6.4
2023-09-07,Dehradun,12.4,0.0,13.5
2023-09-07,Jodhpur,15.6,0.0,7.6
2023-09-08,Mumbai,24.3,0.0,6.2
2023-09-08,Delhi,14.3,4.1,6.8
2023-09-08,Dehradun,9.2,0.0,8.3
2023-09-08,Jodhpur,15.4,0.0,9.2
2023-09-09,Mumbai,26.0,11.5,7.3
2023-09-09,Delhi,11.2,7.0,6.8
2023-09-09,Dehradun,12.0,13.6,7.8
2023-09-09,Jodhpur,12.5,0.0,8.0
2023-09-10,Mumbai,24.2,8.8,7.9
2023-09-10,Delhi,13.4,8.5,10.1
2023-09-10,Dehradun,12.0,14.6,7.1
2023-09-10,Jodhpur,16.7,0.0,9.4
2023-09-11,Mumbai,26.0,20.7,6.4
2023-09-11,Delhi,9.7,11.8,9.8
2023-09-11,Dehradun,11.6,3.7,6.6
2023-09-11,Jodhpur,14.1,1.5,7.5
2023-09-12,Mumbai,19.4,0.0,11.5
2023-09-12,Delhi,12.9,0.0,10.4
2023-09-12,Dehradun,12.7,55.6,5.5
2023-09-12,Jodhpur,17.6,0.0,11.7
2023-09-13,Mumbai,21.6,9.6,7.4
2023-09-13,Delhi,13.8,0.0,9.9
2023-09-13,Dehradun,10.5,2.7,9.2
2023-09-13,Jodhpur,19.6,0.0,10.2
2023-09-14,Mumbai,18.9,8.6,8.5
2023-09-14,Delhi,13.5,0.0,7.0
2023-09-14,Dehradun,10.3,12.5,6.2
2023-09-14,Jodhpur,16.6,0.0,8.5
2023-09-15,Mumbai,22.9,0.0,12.1
2023-09-15,Delhi,15.0,11.3,9.0
2023-09-15,Dehradun,5.4,3.1,8.0
2023-09-15,Jodhpur,14.2,0.0,9.6
2023-09-16,Mumbai,19.3,38.4,5.3
2023-09-16,Delhi,12.1,0.0,7.6
2023-09-16,Dehradun,12.9,1.3,9.4
2023-09-16,Jodhpur,20.7,0.0,9.4
2023-09-17,Mumbai,21.1,0.0,8.0
2023-09-17,Delhi,10.6,22.0,7.0
2023-09-17,Dehradun,7.6,0.0,8.9
2023-09-17,Jodhpur,15.7,0.6,7.1
2023-09-18,Mumbai,22.5,12.7,7.1
2023-09-18,Delhi,10.7,1.6,7.6
2023-09-18,Dehradun,10.2,5.0,11.7
2023-09-18,Jodhpur,13.6,0.0,5.1
2023-09-19,Mumbai,23.7,0.0,7.8
2023-09-19,Delhi,12.4,4.3,10.7
2023-09-19,Dehradun,10.0,1.6,12.2
2023-09-19,Jodhpur,15.7,0.0,9.5
2023-09-20,Mumbai,23.6,2.0,8.9
2023-09-20,Delhi,11.0,15.7,13.5
2023-09-20,Dehradun,7.7,3.4,9.2
2023-09-20,Jodhpur,17.4,0.0,12.2
2023-09-21,Mumbai,22.3,0.0,14.5
2023-09-21,Delhi,11.8,2.4,7.7
2023-09-21,Dehradun,8.8,0.0,7.6
2023-09-21,Jodhpur,19.2,0.0,5.4
2023-09-22,Mumbai,25.3,1.4,7.8
2023-09-22,Delhi,11.6,2.2,10.7
2023-09-22,Dehradun,7.4,4.8,13.5
2023-09-22,Jodhpur,17.9,0.5,10.7
2023-09-23,Mumbai,22.4,5.0,8.5
2023-09-23,Delhi,14.4,30.5,7.2
2023-09-23,Dehradun,11.9,14.1,6.7
2023-09-23,Jodhpur,14.2,0.0,10.7
2023-09-24,Mumbai,20.1,7.7,8.1
2023-09-24,Delhi,13.9,0.0,8.9
2023-09-24,Dehradun,7.8,7.9,15.5
2023-09-24,Jodhpur,15.3,0.0,8.6
2023-09-25,Mumbai,22.8,18.9,9.4
2023-09-25,Delhi,12.6,7.3,6.7
2023-09-25,Dehradun,9.5,31.5,9.9
2023-09-25,Jodhpur,14.9,0.0,8.4
2023-09-26,Mumbai,23.6,29.3,6.4
2023-09-26,Delhi,10.8,0.0,8.0
2023-09-26,Dehradun,12.6,0.0,9.7
2023-09-26,Jodhpur,15.5,1.3,7.5
2023-09-27,Mumbai,23.2,0.0,7.2
2023-09-27,Delhi,11.1,14.0,9.4
2023-09-27,Dehradun,9.3,9.7,11.4
2023-09-27,Jodhpur,18.1,6.5,5.7
2023-09-28,Mumbai,19.2,2.3,7.5
2023-09-28,Delhi,10.0,100.8,6.4
2023-09-28,Dehradun,8.0,0.0,8.7
2023-09-28,Jodhpur,12.5,0.0,8.5
2023-09-29,Mumbai,22.4,36.1,9.6
2023-09-29,Delhi,12.1,0.0,10.0
2023-09-29,Dehradun,13.3,80.8,7.2
2023-09-29,Jodhpur,19.9,0.0,18.4
2023-09-30,Mumbai,27.7,0.0,8.2
2023-09-30,Delhi,12.3,14.2,16.2
2023-09-30,Dehradun,8.4,6.4,9.8
2023-09-30,Jodhpur,15.7,0.0,14.0
2023-10-01,Mumbai,24.1,0.0,7.1
2023-10-01,Delhi,6.6,0.0,8.4
2023-10-01,Dehradun,2.2,1.7,10.1
2023-10-01,Jodhpur,14.4,1.7,6.2
2023-10-02,Mumbai,20.5,0.0,7.8
2023-10-02,Delhi,9.2,6.3,10.0
2023-10-02,Dehradun,9.5,1.2,7.6
2023-10-02,Jodhpur,17.9,0.0,9.1
2023-10-03,Mumbai,18.9,0.0,6.1
2023-10-03,Delhi,8.0,0.0,7.0
2023-10-03,Dehradun,5.4,0.0,10.8
2023-10-03,Jodhpur,11.8,0.0,9.1
2023-10-04,Mumbai,20.8,0.0,6.6
2023-10-04,Delhi,11.4,0.0,8.0
2023-10-04,Dehradun,10.4,0.0,7.1
2023-10-04,Jodhpur,11.8,0.0,7.4
2023-10-05,Mumbai,20.6,0.0,14.7
2023-10-05,Delhi,8.6,0.0,9.2
2023-10-05,Dehradun,7.9,0.6,7.9
2023-10-05,Jodhpur,13.1,0.0,9.8
2023-10-06,Mumbai,22.8,0.0,6.2
2023-10-06,Delhi,12.3,0.0,8.3
2023-10-06,Dehradun,7.8,0.0,6.7
2023-10-06,Jodhpur,16.1,0.0,14.9
2023-10-07,Mumbai,21.2,0.5,12.0
